 # theta =    90.0000000000000       degree
  -3.14159265358979       -40.5984014848534     
  -3.13845106093620       -40.5982474954165     
  -3.13530946828261       -40.5977853477951     
  -3.13216787562902       -40.5970152234928     
  -3.12902628297543       -40.5959369453927     
  -3.12588469032184       -40.5945506971919     
  -3.12274309766825       -40.5928563039664     
  -3.11960150501466       -40.5908539516064     
  -3.11645991236107       -40.5885434673821     
  -3.11331831970748       -40.5859250393766     
  -3.11017672705390       -40.5829984970539     
  -3.10703513440031       -40.5797640306912     
  -3.10389354174672       -40.5762214719454     
  -3.10075194909313       -40.5723710132880     
  -3.09761035643954       -40.5682124885702     
  -3.09446876378595       -40.5637460924570     
  -3.09132717113236       -40.5589716609944     
  -3.08818557847877       -40.5538893910414     
  -3.08504398582518       -40.5484991208389     
  -3.08190239317159       -40.5428010494405     
  -3.07876080051800       -40.5367950172819     
  -3.07561920786441       -40.5304812256120     
  -3.07247761521082       -40.5238595170618     
  -3.06933602255723       -40.5169300950760     
  -3.06619442990364       -40.5096928044809     
  -3.06305283725005       -40.5021478509172     
  -3.05991124459646       -40.4942950814080     
  -3.05676965194287       -40.4861347037904     
  -3.05362805928928       -40.4776665672838     
  -3.05048646663569       -40.4688908819227     
  -3.04734487398210       -40.4598074991241     
  -3.04420328132851       -40.4504166311196     
  -3.04106168867492       -40.4407181315250     
  -3.03792009602133       -40.4307122147695     
  -3.03477850336774       -40.4203987366674     
  -3.03163691071415       -40.4097779138479     
  -3.02849531806056       -40.3988496043242     
  -3.02535372540697       -40.3876140269246     
  -3.02221213275338       -40.3760710418629     
  -3.01907054009979       -40.3642208701681     
  -3.01592894744620       -40.3520633742546     
  -3.01278735479261       -40.3395987773527     
  -3.00964576213902       -40.3268269440790     
  -3.00650416948543       -40.3137480998654     
  -3.00336257683184       -40.3003621115314     
  -3.00022098417825       -40.2866692067119     
  -2.99707939152466       -40.2726692544298     
  -2.99393779887107       -40.2583624845244     
  -2.99079620621748       -40.2437487682227     
  -2.98765461356389       -40.2288283375695     
  -2.98451302091030       -40.2136010659971     
  -2.98137142825671       -40.1980671877559     
  -2.97822983560312       -40.1822265784856     
  -2.97508824294953       -40.1660794746430     
  -2.97194665029594       -40.1496257540760     
  -2.96880505764235       -40.1328656554495     
  -2.96566346498876       -40.1157990588200     
  -2.96252187233517       -40.0984262050621     
  -2.95938027968159       -40.0807469764424     
  -2.95623868702800       -40.0627616160460     
  -2.95309709437441       -40.0444700083508     
  -2.94995550172082       -40.0258723986533     
  -2.94681390906723       -40.0069686736448     
  -2.94367231641364       -39.9877590808347     
  -2.94053072376005       -39.9682435091279     
  -2.93738913110646       -39.9484222082486     
  -2.93424753845287       -39.9282950693171     
  -2.93110594579928       -39.9078623442728     
  -2.92796435314569       -39.8871239264534     
  -2.92482276049210       -39.8660800700155     
  -2.92168116783851       -39.8447306705148     
  -2.91853957518492       -39.8230759843268     
  -2.91539798253133       -39.8011159092271     
  -2.91225638987774       -39.7788507038110     
  -2.90911479722415       -39.7562802680757     
  -2.90597320457056       -39.7334048628385     
  -2.90283161191697       -39.7102243903192     
  -2.89969001926338       -39.6867391135587     
  -2.89654842660979       -39.6629489370014     
  -2.89340683395620       -39.6388541259130     
  -2.89026524130261       -39.6144545869645     
  -2.88712364864902       -39.5897505876484     
  -2.88398205599543       -39.5647420368634     
  -2.88084046334184       -39.5394292043310     
  -2.87769887068825       -39.5138120011793     
  -2.87455727803466       -39.4878906993600     
  -2.87141568538107       -39.4616652122334     
  -2.86827409272748       -39.4351358139830     
  -2.86513250007389       -39.4083024202028     
  -2.86199090742030       -39.3811653073101     
  -2.85884931476671       -39.3537243931345     
  -2.85570772211312       -39.3259799563294     
  -2.85256612945953       -39.2979319169616     
  -2.84942453680594       -39.2695805559226     
  -2.84628294415235       -39.2409257955188     
  -2.84314135149876       -39.2119679188814     
  -2.83999975884517       -39.1827068505584     
  -2.83685816619158       -39.1531428759233     
  -2.83371657353799       -39.1232759217674     
  -2.83057498088440       -39.0931062757087     
  -2.82743338823081       -39.0626338667840     
  -2.82429179557722       -39.0318589848577     
  -2.82115020292363       -39.0007815612150     
  -2.81800861027004       -38.9694018879685     
  -2.81486701761645       -38.9377198986536     
  -2.81172542496286       -38.9057358876341     
  -2.80858383230927       -38.8734497906977     
  -2.80544223965569       -38.8408619044613     
  -2.80230064700210       -38.8079721669679     
  -2.79915905434851       -38.7747808770895     
  -2.79601746169492       -38.7412879751264     
  -2.79287586904133       -38.7074937622090     
  -2.78973427638774       -38.6733981808971     
  -2.78659268373415       -38.6390015345815     
  -2.78345109108056       -38.6043037680841     
  -2.78030949842697       -38.5693051870588     
  -2.77716790577338       -38.5340057385923     
  -2.77402631311979       -38.4984057306038     
  -2.77088472046620       -38.4625051124477     
  -2.76774312781261       -38.4263041943110     
  -2.76460153515902       -38.3898029278182     
  -2.76145994250543       -38.3530016254271     
  -2.75831834985184       -38.3159002410350     
  -2.75517675719825       -38.2784990893731     
  -2.75203516454466       -38.2407981266139     
  -2.74889357189107       -38.2027976697649     
  -2.74575197923748       -38.1644976772772     
  -2.74261038658389       -38.1258984684373     
  -2.73946879393030       -38.0870000039769     
  -2.73632720127671       -38.0478026054646     
  -2.73318560862312       -38.0083062359164     
  -2.73004401596953       -37.9685112191852     
  -2.72690242331594       -37.9284175205742     
  -2.72376083066235       -37.8880254662241     
  -2.72061923800876       -37.8473350237278     
  -2.71747764535517       -37.8063465215169     
  -2.71433605270158       -37.7650599294774     
  -2.71119446004799       -37.7234755783344     
  -2.70805286739440       -37.6815934402703     
