 # time =   0.630000000000000     
         -50         -50  7.560060170103075E-008
         -50         -49  1.697627435464646E-007
         -50         -48  2.802114907626881E-007
         -50         -47  4.111917144927227E-007
         -50         -46  5.600693600114209E-007
         -50         -45  6.787475992333319E-007
         -50         -44  8.850600863374919E-007
         -50         -43  1.148222963795611E-006
         -50         -42  1.398381227990119E-006
         -50         -41  1.775011589025122E-006
         -50         -40  2.054718208266916E-006
         -50         -39  2.422166223134120E-006
         -50         -38  2.835690357252448E-006
         -50         -37  3.123088993234598E-006
         -50         -36  3.593792769962526E-006
         -50         -35  4.088683826002745E-006
         -50         -34  4.464727530052011E-006
         -50         -33  5.042150366540074E-006
         -50         -32  5.734969479402754E-006
         -50         -31  6.286441615199364E-006
         -50         -30  6.894603889922530E-006
         -50         -29  7.741100734424619E-006
         -50         -28  8.604605930175492E-006
         -50         -27  9.267332705552857E-006
         -50         -26  9.808148296972667E-006
         -50         -25  1.035046725918998E-005
         -50         -24  1.081000730544926E-005
         -50         -23  1.100978906974072E-005
         -50         -22  1.091653908712247E-005
         -50         -21  1.068521183736396E-005
         -50         -20  1.051987717731306E-005
         -50         -19  1.052323967000633E-005
         -50         -18  1.063264659637079E-005
         -50         -17  1.065219743199960E-005
         -50         -16  1.036841044187621E-005
         -50         -15  9.701503699582614E-006
         -50         -14  8.786961639849028E-006
         -50         -13  7.899096435224039E-006
         -50         -12  7.252039887126437E-006
         -50         -11  6.834334704152602E-006
         -50         -10  6.424271666028003E-006
         -50          -9  5.790267936603632E-006
         -50          -8  4.916751159606562E-006
         -50          -7  4.047491526224813E-006
         -50          -6  3.475724637786080E-006
         -50          -5  3.256446431373266E-006
         -50          -4  3.138012231781172E-006
         -50          -3  2.819357060409236E-006
         -50          -2  2.275305889863316E-006
         -50          -1  1.774325956936724E-006
         -50           0  1.548859155341044E-006
         -50           1  1.509546389054109E-006
         -50           2  1.364111694099887E-006
         -50           3  9.961227129718182E-007
         -50           4  6.138276237655874E-007
         -50           5  4.732926032733052E-007
         -50           6  5.466276825184737E-007
         -50           7  5.771477400447585E-007
         -50           8  4.288958343173504E-007
         -50           9  2.394456731063111E-007
         -50          10  1.851465998353333E-007
         -50          11  2.269712469419145E-007
         -50          12  2.039244979618944E-007
         -50          13  9.812177480498319E-008
         -50          14  4.840800596960880E-008
         -50          15  1.091693575750123E-007
         -50          16  1.580471447652473E-007
         -50          17  9.842872821640736E-008
         -50          18  1.343951398917260E-008
         -50          19  1.981282425342237E-008
         -50          20  7.840401855616067E-008
         -50          21  7.645622627990760E-008
         -50          22  1.988528721591330E-008
         -50          23  2.249033295034249E-009
         -50          24  3.230544389855595E-008
         -50          25  3.734745863850358E-008
         -50          26  8.509545223749752E-009
         -50          27  2.674252225445682E-009
         -50          28  2.128798889011975E-008
         -50          29  1.840990101070970E-008
         -50          30  2.572533591143332E-009
         -50          31  1.035026181489619E-008
         -50          32  2.277186165300706E-008
         -50          33  1.288214529159136E-008
         -50          34  5.431630291634052E-009
         -50          35  1.276606002267566E-008
         -50          36  1.049580161548546E-008
         -50          37  1.790315454860261E-009
         -50          38  1.325675587658411E-009
         -50          39  5.346702666442499E-010
         -50          40  1.167016524996507E-009
         -50          41  3.677381614587271E-009
         -50          42  2.596001885439373E-009
         -50          43  4.964685021113380E-009
         -50          44  4.339218661919889E-009
         -50          45  6.172160568042731E-010
         -50          46  1.785389319739735E-010
         -50          47  1.027943870660871E-010
         -50          48  1.227678079437194E-010
         -50          49  2.242453775828363E-011
         -50          50  6.441419970528167E-011
         -49         -50  1.697627435464679E-007
         -49         -49  3.729847781845296E-007
         -49         -48  6.859106152360696E-007
         -49         -47  9.230190310459272E-007
         -49         -46  1.382086250992986E-006
         -49         -45  1.898466818221398E-006
         -49         -44  2.451574234252061E-006
         -49         -43  2.966356332207641E-006
         -49         -42  3.398050141734749E-006
         -49         -41  4.209314247736791E-006
         -49         -40  4.750892849224909E-006
         -49         -39  5.733302554518648E-006
         -49         -38  6.910753250100320E-006
