 # row    column    phase
          15          17   5.86359090876019     
          15          18   3.43109638747597     
          15          19  0.143387023500055     
          15          20  0.205048397185171     
          16           1   5.17387915333181     
          16           2   1.20309422600783     
          16           3   1.33207090578531     
          16           4   1.06096438991244     
          16           5   1.18276233391638     
          16           6   1.46528029699231     
          16           7   1.01688322938053     
          16           8   3.33787971710374     
          16           9   3.34573462334661     
          16          10   5.62195513804686     
          16          11   6.23390118530881     
          16          12   3.55158757896841     
          16          13   5.12868796976203     
          16          14   5.25077587650216     
          16          15   4.73826748932553     
          16          16   2.84075697701823     
          16          17  0.356043104952243     
          16          18   3.41685179769973     
          16          19   6.16936716054330     
          16          20  0.133947688353917     
          17           1   1.78079884854766     
          17           2   3.47231990713649     
          17           3   1.24668032366383     
          17           4   1.48708569366620     
          17           5   1.91135163864897     
          17           6   1.42302300030222     
          17           7   2.52677179996283     
          17           8   3.16782553831909     
          17           9   3.62817463022738     
          17          10  0.408908882913526     
          17          11  2.486452171648867E-002
          17          12   4.10019668736139     
          17          13   4.27042488343632     
          17          14  0.582822929728472     
          17          15   5.49339153746277     
          17          16   5.14029884256246     
          17          17   1.14811895041207     
          17          18   3.44942798441847     
          17          19   3.37260936666754     
          17          20   2.00943958776986     
          18           1   2.04344349573262     
          18           2   1.44678617884205     
          18           3   1.44001975348679     
          18           4   1.50885573598965     
          18           5   1.71248964302496     
          18           6   1.27582748683517     
          18           7   2.21192721241541     
          18           8   1.27172140873447     
          18           9  0.479938853951403     
          18          10   1.97662491607618     
          18          11   2.37171818377213     
          18          12   3.02646679925410     
          18          13   4.31543428533119     
          18          14  0.682901688350660     
          18          15   4.79932306356356     
          18          16   4.45793728267246     
          18          17   2.93296969560870     
          18          18   2.93202114028305     
          18          19   2.90619183962931     
          18          20  0.694774436225357     
          19           1   1.20688050516086     
          19           2   1.12721614590604     
          19           3   1.76731112974110     
          19           4   1.51959311619343     
          19           5   1.73376914815815     
          19           6   2.22000594606375     
          19           7   2.30159061572940     
          19           8  0.466449679212905     
          19           9   5.23248253470415     
          19          10   2.33016333845830     
          19          11   2.07238791857545     
          19          12   3.03636095399355     
          19          13   4.34468662427266     
          19          14   5.27135782096847     
          19          15   4.86654913322194     
          19          16   3.52709217584460     
          19          17   2.79064113056767     
          19          18   2.76774758598682     
          19          19   2.75982888469212     
          19          20   2.41565941266183     
          20           1   1.04944519411313     
          20           2   1.12143203973749     
          20           3   2.02416375539216     
          20           4   1.79552063268799     
          20           5   2.28335639601948     
          20           6   2.67221818393880     
          20           7   2.64791435193607     
          20           8   5.85343128758391     
          20           9   5.23166596353456     
          20          10   2.64039480173384     
          20          11   2.59294551053092     
          20          12   4.69083088477618     
          20          13   4.76617856534568     
          20          14   4.94560349980550     
          20          15   4.06176439220495     
          20          16   3.41506672106254     
          20          17   2.77846201470922     
          20          18   2.78169095579076     
          20          19   2.95092464522306     
          20          20   2.94920071055648     
